system:index,MAP,MAT,areaHa,aspect,class,elev,lat,long,precip,precip_drymo,precip_wetmo,sharedlat,sharedlong,slope,soil,.geo
5893,1260.976418321773,218.7294058176235,1298.9160138888117,217.247618179425,2.0,804.8868059359228,-18.25342586934559,-44.96194421326058,1208.6611188263619,3.0,268.5033272225011,-18.206300702376158,-44.88456527485125,3.379346885317494,LVAd12,
5882,1260.7995205286363,217.6372425934453,-5.100656200754219E10,149.73585873848745,2.0,824.4685311423148,-18.294323540237176,-44.94143684879227,1207.9035050692733,3.0,269.7822076370626,-18.202566004085284,-45.0538868097085,3.03726449822835,LVd3,
6872,1251.191526964307,214.9040215247865,840.7874048273131,112.92469589430962,2.0,858.3208421039222,-18.123041461771713,-44.56885785407492,1138.5107894782223,1.6158464216993313,301.9692149846973,-18.116325011522218,-44.578728874026524,8.358372725502843,RLd4,
3633,1428.6795281254592,223.06750597365647,2921.8238033805965,189.35215436410869,2.0,813.4424649920144,-17.94406154458741,-46.12814648722358,1378.902540098585,5.007307718285754,291.4392440274008,-17.945799838042785,-46.09703984746257,3.339180601187844,RLd1,
3685,1426.3985706853769,223.2079407802841,3370.8783843598826,166.62168825677279,2.0,801.6864333368231,-17.986210064478175,-46.04743870892641,1385.5486314066554,5.0584112973790045,290.0819015260546,-17.945799838042785,-46.09703984746257,4.044924780368205,CXbd13,
3805,1384.2647680200005,223.59319938943915,10545.093733124044,170.95423570235704,2.0,779.8626983722603,-18.003848429896134,-45.732379102015294,1307.0870881933301,5.406624548585089,282.16282982001223,-17.99747658046412,-45.724467898603926,3.675503931743716,CXbd13,
3992,1344.316795406732,223.20025012595033,4310.6435822276035,171.9513904231719,2.0,777.4925309201068,-17.979968643741785,-45.51726757509934,1280.3681294217947,4.876530987882456,273.4459887330608,-17.975381346642507,-45.44829983175129,3.5492649665054175,LVAd12,
4115,1311.0570117360735,224.23635143166842,2079.8623954013938,152.60514410330507,2.0,743.1099515155901,-18.18016622094925,-45.38185042581572,1299.058795176622,4.257867252414002,269.36646852857587,-18.169252442407952,-45.391525721534414,3.6714364829158983,RLd3,
4974,1253.9266307432354,226.329602136559,-5.100656186010692E10,213.20672857604873,2.0,683.6700112867552,-18.29019158581413,-45.20520730678901,1253.1121427696764,3.5283989300071315,257.0736765905863,-18.291469989382406,-45.19410455952377,6.360663198541934,LVd3,
5599,1266.1127690933897,220.41396805713606,4890.864176765459,164.84918032584883,2.0,785.2234110978882,-18.209622817370036,-45.04638344281072,1210.4124624151593,2.996878796632397,265.4342251998579,-18.202566004085284,-45.0538868097085,3.477586388874596,LVAd12,
5283,1269.6205558259792,219.22731727555757,-5.100656176335891E10,148.30417702538054,2.0,818.3038135856235,-18.475238218704746,-45.111393932170685,1215.9961853027344,4.760972613793392,264.6441516417678,-18.475486332737056,-45.11139018183118,2.926553317020745,LVd3,
4899,1199.7337573730197,232.08963197161063,1746.359330308447,170.65664568112467,2.0,583.5020705117932,-18.761519127143014,-45.236470412765634,1280.7683526076491,1.8685985586724585,266.99947480445786,-18.75433207085508,-45.290160752465724,1.61670427385031,ÁGUA,
5359,1202.6430977143975,229.66284085890058,-5.100656151170552E10,162.74209326339184,2.0,615.8071627511129,-18.948823586587732,-45.09169106158548,1224.7476271515798,4.746711156555618,263.5194880234267,-18.925394120081684,-45.05780044303594,2.829109718197104,CXbd21,
4003,1378.315205269362,226.7512132093461,2695.106692090441,155.85392522836426,2.0,646.8520965032045,-19.313564784044292,-45.45217045137884,1390.9501474301485,9.943834321225548,293.29447630525993,-19.29860242420794,-45.46209470544192,2.8661374912214366,CXbd21,
5276,1310.1015515409638,225.59206087642903,1881.0178809946012,179.30597138267905,2.0,663.258024341242,-19.43453505730765,-45.118203112978534,1282.3677213310502,10.163092974503119,281.05156146479493,-19.46038682288724,-45.12603075042645,3.799943812129767,CXbd21,
6349,1261.9464993117194,221.89347857956565,1233.5518832723155,173.82423042635935,2.0,714.9242785028097,-19.304482276529885,-44.77365677942686,1190.796921456344,11.0,260.536915927641,-19.343561101638407,-44.77672724931868,2.250320419882088,LVd8,
6325,1273.535151441503,221.59179715802833,653.5921075654551,204.17631218879254,2.0,725.1652395114138,-19.343424631230647,-44.79437679842399,1195.2912338833148,11.0,263.55187562317826,-19.343561101638407,-44.77672724931868,2.1414833635272315,LVd8,
6281,1272.8450378692685,222.61249174424276,503.8314905229985,243.85068642374122,2.0,705.2999903009282,-19.358636007424607,-44.82675641231134,1213.8932828592228,11.0,264.3053709762876,-19.343561101638407,-44.77672724931868,2.706198630385546,LVd8,
6390,1308.890045744631,217.05363004444547,455.0550514286897,186.5768092922835,2.0,782.3260518088726,-19.433510382893513,-44.77450138374535,1222.256356970507,9.448644778054252,267.49740254905697,-19.343561101638407,-44.77672724931868,3.6545510683600138,LVd8,
6340,1288.42081082312,219.79550494237708,364.75325472005284,134.33858333712928,2.0,738.8388739580018,-19.378532868122903,-44.77822712153949,1206.970230102539,10.432187855873906,265.649500296087,-19.343561101638407,-44.77672724931868,2.430809456566303,LVd8,
6545,1296.1464392356427,219.64550958202415,1348.442460041038,206.20171573767377,2.0,735.2434583558278,-19.391148815789784,-44.71984443661494,1228.3162604509216,10.006857874258559,267.3637948399228,-19.343561101638407,-44.77672724931868,3.0467406923128673,LVd8,
6646,1194.3744322263017,222.41545871306135,1578.7487706372178,179.31821372037274,2.0,686.6141498758035,-19.037213568034264,-44.65249480699421,1177.1842545270183,8.0,258.51710333238617,-19.053992681937856,-44.64268706710869,3.093150104834353,CXbd21,
